Analyte	Exp	Blankgroup	SampleName	X	Plate	media	treatment	replica	Order	SampleGroup	Blank	Concentration	Concentration_blank	Concentration_fc	ReactorReplicate
MCP.1	1	sucmedia	S2R3D18C	1.375	1	SDRBRMSucrose	S2R3D18	C	F	S2R3D18	FALSE	1198	2700.666667	0.443594174	R3
PP	1	sucmedia	S2R3D18A	1.40260005	1	SDRBRMSucrose	S2R3D18	A	F	S2R3D18	FALSE	4.27	5.01	0.852295409	R3
PP	1	sucmedia	S2R3D18B	1.496500015	1	SDRBRMSucrose	S2R3D18	B	F	S2R3D18	FALSE	4.9	5.01	0.978043912	R3
PP	1	sucmedia	S2R3D18C	1.375	1	SDRBRMSucrose	S2R3D18	C	F	S2R3D18	FALSE	4.27	5.01	0.852295409	R3
PYY	1	sucmedia	S2R3D18A	1.40260005	1	SDRBRMSucrose	S2R3D18	A	F	S2R3D18	FALSE	94.76	98.82333333	0.958882855	R3
PYY	1	sucmedia	S2R3D18B	1.496500015	1	SDRBRMSucrose	S2R3D18	B	F	S2R3D18	FALSE	101.93	98.82333333	1.03143657	R3
PYY	1	sucmedia	S2R3D18C	1.375	1	SDRBRMSucrose	S2R3D18	C	F	S2R3D18	FALSE	104.11	98.82333333	1.053496138	R3
Serotonin	1	sucmedia	S2R3D18A	1.40260005	1	SDRBRMSucrose	S2R3D18	A	F	S2R3D18	FALSE	122.4464044	55.21032227	2.217817237	R3
Serotonin	1	sucmedia	S2R3D18B	1.496500015	1	SDRBRMSucrose	S2R3D18	B	F	S2R3D18	FALSE	112.1645003	55.21032227	2.031585683	R3
Serotonin	1	sucmedia	S2R3D18C	1.375	1	SDRBRMSucrose	S2R3D18	C	F	S2R3D18	FALSE	125.8876156	55.21032227	2.280146364	R3
TNF.alpha	1	sucmedia	S2R3D18A	1.40260005	1	SDRBRMSucrose	S2R3D18	A	F	S2R3D18	FALSE	3.77	3.796666667	0.992976295	R3
TNF.alpha	1	sucmedia	S2R3D18B	1.496500015	1	SDRBRMSucrose	S2R3D18	B	F	S2R3D18	FALSE	4.53	3.796666667	1.193151888	R3
TNF.alpha	1	sucmedia	S2R3D18C	1.375	1	SDRBRMSucrose	S2R3D18	C	F	S2R3D18	FALSE	4.53	3.796666667	1.193151888	R3
C.Peptide	3	sucmedia2	S2R4D18A	1.791000009	1	SDRBRMSucrose	S2R4D18	A	ZD	S2R4D18	FALSE	4.7	4.7	1	R4
C.Peptide	3	sucmedia2	S2R4D18B	1.618700027	1	SDRBRMSucrose	S2R4D18	B	ZD	S2R4D18	FALSE	4.7	4.7	1	R4
C.Peptide	3	sucmedia2	S2R4D18C	1.60679996	1	SDRBRMSucrose	S2R4D18	C	ZD	S2R4D18	FALSE	4.7	4.7	1	R4
Ghrelin	3	sucmedia2	S2R4D18A	1.791000009	1	SDRBRMSucrose	S2R4D18	A	ZD	S2R4D18	FALSE	8.97	10.11	0.887240356	R4
Ghrelin	3	sucmedia2	S2R4D18B	1.618700027	1	SDRBRMSucrose	S2R4D18	B	ZD	S2R4D18	FALSE	8.6	10.11	0.850642928	R4
Ghrelin	3	sucmedia2	S2R4D18C	1.60679996	1	SDRBRMSucrose	S2R4D18	C	ZD	S2R4D18	FALSE	8.75	10.11	0.865479723	R4
GIP.total	3	sucmedia2	S2R4D18A	1.791000009	1	SDRBRMSucrose	S2R4D18	A	ZD	S2R4D18	FALSE	8.75	13.12666667	0.666582021	R4
GIP.total	3	sucmedia2	S2R4D18B	1.618700027	1	SDRBRMSucrose	S2R4D18	B	ZD	S2R4D18	FALSE	10.3	13.12666667	0.784662265	R4
GIP.total	3	sucmedia2	S2R4D18C	1.60679996	1	SDRBRMSucrose	S2R4D18	C	ZD	S2R4D18	FALSE	9.03	13.12666667	0.687912646	R4
GLP.1.total	3	sucmedia2	S2R4D18A	1.791000009	1	SDRBRMSucrose	S2R4D18	A	ZD	S2R4D18	FALSE	0.9	0.9	1	R4
GLP.1.total	3	sucmedia2	S2R4D18B	1.618700027	1	SDRBRMSucrose	S2R4D18	B	ZD	S2R4D18	FALSE	0.9	0.9	1	R4
GLP.1.total	3	sucmedia2	S2R4D18C	1.60679996	1	SDRBRMSucrose	S2R4D18	C	ZD	S2R4D18	FALSE	0.9	0.9	1	R4
MCP.1	3	sucmedia2	S2R4D18A	1.791000009	1	SDRBRMSucrose	S2R4D18	A	ZD	S2R4D18	FALSE	1162	800.5266667	1.4515444	R4
MCP.1	3	sucmedia2	S2R4D18B	1.618700027	1	SDRBRMSucrose	S2R4D18	B	ZD	S2R4D18	FALSE	815.54	800.5266667	1.01875432	R4
MCP.1	3	sucmedia2	S2R4D18C	1.60679996	1	SDRBRMSucrose	S2R4D18	C	ZD	S2R4D18	FALSE	789.6	800.5266667	0.986350652	R4
PP	3	sucmedia2	S2R4D18A	1.791000009	1	SDRBRMSucrose	S2R4D18	A	ZD	S2R4D18	FALSE	3.06	2.48	1.233870968	R4
PP	3	sucmedia2	S2R4D18B	1.618700027	1	SDRBRMSucrose	S2R4D18	B	ZD	S2R4D18	FALSE	2.48	2.48	1	R4
PP	3	sucmedia2	S2R4D18C	1.60679996	1	SDRBRMSucrose	S2R4D18	C	ZD	S2R4D18	FALSE	3.66	2.48	1.475806452	R4
PYY	3	sucmedia2	S2R4D18A	1.791000009	1	SDRBRMSucrose	S2R4D18	A	ZD	S2R4D18	FALSE	97.27	92.79	1.048281065	R4
PYY	3	sucmedia2	S2R4D18B	1.618700027	1	SDRBRMSucrose	S2R4D18	B	ZD	S2R4D18	FALSE	98.47	92.79	1.061213493	R4
PYY	3	sucmedia2	S2R4D18C	1.60679996	1	SDRBRMSucrose	S2R4D18	C	ZD	S2R4D18	FALSE	106.21	92.79	1.144627654	R4
Serotonin	3	sucmedia2	S2R4D18A	1.791000009	1	SDRBRMSucrose	S2R4D18	A	ZD	S2R4D18	FALSE	43.68735841	37.0415995	1.179413389	R4
Serotonin	3	sucmedia2	S2R4D18B	1.618700027	1	SDRBRMSucrose	S2R4D18	B	ZD	S2R4D18	FALSE	61.27101593	37.0415995	1.654113665	R4
Serotonin	3	sucmedia2	S2R4D18C	1.60679996	1	SDRBRMSucrose	S2R4D18	C	ZD	S2R4D18	FALSE	62.51193086	37.0415995	1.687614242	R4
TNF.alpha	3	sucmedia2	S2R4D18A	1.791000009	1	SDRBRMSucrose	S2R4D18	A	ZD	S2R4D18	FALSE	6.61	2.746666667	2.406553398	R4
TNF.alpha	3	sucmedia2	S2R4D18B	1.618700027	1	SDRBRMSucrose	S2R4D18	B	ZD	S2R4D18	FALSE	3.81	2.746666667	1.387135922	R4
TNF.alpha	3	sucmedia2	S2R4D18C	1.60679996	1	SDRBRMSucrose	S2R4D18	C	ZD	S2R4D18	FALSE	3.65	2.746666667	1.328883495	R4
C.Peptide	1	HFCSmedia	S3R1D18C	1.52820003	2	SDRBRMHFCS	S3R1D18	C	I	S3R1D18	FALSE	4.7	6.143333333	0.765056972	R1
C.Peptide	1	HFCSmedia	S3R1D18A	1.543799996	2	SDRBRMHFCS	S3R1D18	A	I	S3R1D18	FALSE	4.7	6.143333333	0.765056972	R1
C.Peptide	1	HFCSmedia	S3R1D18B	1.460800052	2	SDRBRMHFCS	S3R1D18	B	I	S3R1D18	FALSE	4.7	6.143333333	0.765056972	R1
Ghrelin	1	HFCSmedia	S3R1D18C	1.52820003	2	SDRBRMHFCS	S3R1D18	C	I	S3R1D18	FALSE	10.25	10.31666667	0.993537964	R1
Ghrelin	1	HFCSmedia	S3R1D18A	1.543799996	2	SDRBRMHFCS	S3R1D18	A	I	S3R1D18	FALSE	9.83	10.31666667	0.952827141	R1
Ghrelin	1	HFCSmedia	S3R1D18B	1.460800052	2	SDRBRMHFCS	S3R1D18	B	I	S3R1D18	FALSE	10.46	10.31666667	1.013893376	R1
GIP.total	1	HFCSmedia	S3R1D18C	1.52820003	2	SDRBRMHFCS	S3R1D18	C	I	S3R1D18	FALSE	14.81	15.46666667	0.957543103	R1
GIP.total	1	HFCSmedia	S3R1D18A	1.543799996	2	SDRBRMHFCS	S3R1D18	A	I	S3R1D18	FALSE	18.45	15.46666667	1.192887931	R1
GIP.total	1	HFCSmedia	S3R1D18B	1.460800052	2	SDRBRMHFCS	S3R1D18	B	I	S3R1D18	FALSE	17.73	15.46666667	1.146336207	R1
GLP.1.total	1	HFCSmedia	S3R1D18C	1.52820003	2	SDRBRMHFCS	S3R1D18	C	I	S3R1D18	FALSE	5.14	2.45	2.097959184	R1
GLP.1.total	1	HFCSmedia	S3R1D18A	1.543799996	2	SDRBRMHFCS	S3R1D18	A	I	S3R1D18	FALSE	0.9	2.45	0.367346939	R1
GLP.1.total	1	HFCSmedia	S3R1D18B	1.460800052	2	SDRBRMHFCS	S3R1D18	B	I	S3R1D18	FALSE	5.14	2.45	2.097959184	R1
MCP.1	1	HFCSmedia	S3R1D18C	1.52820003	2	SDRBRMHFCS	S3R1D18	C	I	S3R1D18	FALSE	1091	1830.666667	0.595957757	R1
MCP.1	1	HFCSmedia	S3R1D18A	1.543799996	2	SDRBRMHFCS	S3R1D18	A	I	S3R1D18	FALSE	1477	1830.666667	0.806809905	R1
MCP.1	1	HFCSmedia	S3R1D18B	1.460800052	2	SDRBRMHFCS	S3R1D18	B	I	S3R1D18	FALSE	1100	1830.666667	0.600873999	R1
PP	1	HFCSmedia	S3R1D18C	1.52820003	2	SDRBRMHFCS	S3R1D18	C	I	S3R1D18	FALSE	3.96	5.98	0.662207358	R1
PP	1	HFCSmedia	S3R1D18A	1.543799996	2	SDRBRMHFCS	S3R1D18	A	I	S3R1D18	FALSE	3.66	5.98	0.612040134	R1
PP	1	HFCSmedia	S3R1D18B	1.460800052	2	SDRBRMHFCS	S3R1D18	B	I	S3R1D18	FALSE	3.66	5.98	0.612040134	R1
PYY	1	HFCSmedia	S3R1D18C	1.52820003	2	SDRBRMHFCS	S3R1D18	C	I	S3R1D18	FALSE	94.76	107.1433333	0.884422736	R1
PYY	1	HFCSmedia	S3R1D18A	1.543799996	2	SDRBRMHFCS	S3R1D18	A	I	S3R1D18	FALSE	94.76	107.1433333	0.884422736	R1
PYY	1	HFCSmedia	S3R1D18B	1.460800052	2	SDRBRMHFCS	S3R1D18	B	I	S3R1D18	FALSE	89.32	107.1433333	0.833649628	R1
Serotonin	1	HFCSmedia	S3R1D18C	1.52820003	2	SDRBRMHFCS	S3R1D18	C	I	S3R1D18	FALSE	109.1116261	69.56189672	1.5685545	R1
Serotonin	1	HFCSmedia	S3R1D18A	1.543799996	2	SDRBRMHFCS	S3R1D18	A	I	S3R1D18	FALSE	107.6748639	69.56189672	1.547900057	R1
Serotonin	1	HFCSmedia	S3R1D18B	1.460800052	2	SDRBRMHFCS	S3R1D18	B	I	S3R1D18	FALSE	115.8383214	69.56189672	1.665255361	R1
TNF.alpha	1	HFCSmedia	S3R1D18C	1.52820003	2	SDRBRMHFCS	S3R1D18	C	I	S3R1D18	FALSE	5.21	3.343333333	1.558325025	R1
TNF.alpha	1	HFCSmedia	S3R1D18A	1.543799996	2	SDRBRMHFCS	S3R1D18	A	I	S3R1D18	FALSE	7.09	3.343333333	2.120638086	R1
TNF.alpha	1	HFCSmedia	S3R1D18B	1.460800052	2	SDRBRMHFCS	S3R1D18	B	I	S3R1D18	FALSE	5.63	3.343333333	1.683948156	R1
C.Peptide	1	HFCSmedia	S3R2D18B	1.295699954	2	SDRBRMHFCS	S3R2D18	B	J	S3R2D18	FALSE	4.7	6.143333333	0.765056972	R2
C.Peptide	1	HFCSmedia	S3R2D18C	1.373800039	2	SDRBRMHFCS	S3R2D18	C	J	S3R2D18	FALSE	4.7	6.143333333	0.765056972	R2
C.Peptide	1	HFCSmedia	S3R2D18A	1.396900058	2	SDRBRMHFCS	S3R2D18	A	J	S3R2D18	FALSE	4.7	6.143333333	0.765056972	R2
Ghrelin	1	HFCSmedia	S3R2D18B	1.295699954	2	SDRBRMHFCS	S3R2D18	B	J	S3R2D18	FALSE	11.86	10.31666667	1.149596123	R2
Ghrelin	1	HFCSmedia	S3R2D18C	1.373800039	2	SDRBRMHFCS	S3R2D18	C	J	S3R2D18	FALSE	11.86	10.31666667	1.149596123	R2
Ghrelin	1	HFCSmedia	S3R2D18A	1.396900058	2	SDRBRMHFCS	S3R2D18	A	J	S3R2D18	FALSE	10.04	10.31666667	0.973182553	R2
GIP.total	1	HFCSmedia	S3R2D18B	1.295699954	2	SDRBRMHFCS	S3R2D18	B	J	S3R2D18	FALSE	18.67	15.46666667	1.207112069	R2
GIP.total	1	HFCSmedia	S3R2D18C	1.373800039	2	SDRBRMHFCS	S3R2D18	C	J	S3R2D18	FALSE	14.47	15.46666667	0.935560345	R2
GIP.total	1	HFCSmedia	S3R2D18A	1.396900058	2	SDRBRMHFCS	S3R2D18	A	J	S3R2D18	FALSE	19.01	15.46666667	1.229094828	R2
GLP.1.total	1	HFCSmedia	S3R2D18B	1.295699954	2	SDRBRMHFCS	S3R2D18	B	J	S3R2D18	FALSE	0.9	2.45	0.367346939	R2
GLP.1.total	1	HFCSmedia	S3R2D18C	1.373800039	2	SDRBRMHFCS	S3R2D18	C	J	S3R2D18	FALSE	1.88	2.45	0.767346939	R2
GLP.1.total	1	HFCSmedia	S3R2D18A	1.396900058	2	SDRBRMHFCS	S3R2D18	A	J	S3R2D18	FALSE	0.9	2.45	0.367346939	R2
MCP.1	1	HFCSmedia	S3R2D18B	1.295699954	2	SDRBRMHFCS	S3R2D18	B	J	S3R2D18	FALSE	1028	1830.666667	0.561544064	R2
MCP.1	1	HFCSmedia	S3R2D18C	1.373800039	2	SDRBRMHFCS	S3R2D18	C	J	S3R2D18	FALSE	1106	1830.666667	0.604151493	R2
MCP.1	1	HFCSmedia	S3R2D18A	1.396900058	2	SDRBRMHFCS	S3R2D18	A	J	S3R2D18	FALSE	1048	1830.666667	0.572469046	R2
PP	1	HFCSmedia	S3R2D18B	1.295699954	2	SDRBRMHFCS	S3R2D18	B	J	S3R2D18	FALSE	3.06	5.98	0.511705686	R2
PP	1	HFCSmedia	S3R2D18C	1.373800039	2	SDRBRMHFCS	S3R2D18	C	J	S3R2D18	FALSE	4.27	5.98	0.714046823	R2
PP	1	HFCSmedia	S3R2D18A	1.396900058	2	SDRBRMHFCS	S3R2D18	A	J	S3R2D18	FALSE	3.06	5.98	0.511705686	R2
PYY	1	HFCSmedia	S3R2D18B	1.295699954	2	SDRBRMHFCS	S3R2D18	B	J	S3R2D18	FALSE	86.34	107.1433333	0.805836419	R2
PYY	1	HFCSmedia	S3R2D18C	1.373800039	2	SDRBRMHFCS	S3R2D18	C	J	S3R2D18	FALSE	92.12	107.1433333	0.859782845	R2
PYY	1	HFCSmedia	S3R2D18A	1.396900058	2	SDRBRMHFCS	S3R2D18	A	J	S3R2D18	FALSE	97.27	107.1433333	0.907849298	R2
Serotonin	1	HFCSmedia	S3R2D18B	1.295699954	2	SDRBRMHFCS	S3R2D18	B	J	S3R2D18	FALSE	137.100419	69.56189672	1.970912604	R2
Serotonin	1	HFCSmedia	S3R2D18C	1.373800039	2	SDRBRMHFCS	S3R2D18	C	J	S3R2D18	FALSE	126.0421677	69.56189672	1.811942653	R2
Serotonin	1	HFCSmedia	S3R2D18A	1.396900058	2	SDRBRMHFCS	S3R2D18	A	J	S3R2D18	FALSE	123.1397016	69.56189672	1.770217711	R2
TNF.alpha	1	HFCSmedia	S3R2D18B	1.295699954	2	SDRBRMHFCS	S3R2D18	B	J	S3R2D18	FALSE	4.63	3.343333333	1.384845464	R2
TNF.alpha	1	HFCSmedia	S3R2D18C	1.373800039	2	SDRBRMHFCS	S3R2D18	C	J	S3R2D18	FALSE	5.35	3.343333333	1.600199402	R2
TNF.alpha	1	HFCSmedia	S3R2D18A	1.396900058	2	SDRBRMHFCS	S3R2D18	A	J	S3R2D18	FALSE	4.04	3.343333333	1.208374875	R2
C.Peptide	1	HFCSmedia	S3R3D18A	1.437899947	1	SDRBRMHFCS	S3R3D18	A	K	S3R3D18	FALSE	4.7	6.143333333	0.765056972	R3
C.Peptide	1	HFCSmedia	S3R3D18C	1.483399987	1	SDRBRMHFCS	S3R3D18	C	K	S3R3D18	FALSE	4.7	6.143333333	0.765056972	R3
C.Peptide	1	HFCSmedia	S3R3D18B	1.432100058	1	SDRBRMHFCS	S3R3D18	B	K	S3R3D18	FALSE	4.7	6.143333333	0.765056972	R3
Ghrelin	1	HFCSmedia	S3R3D18A	1.437899947	1	SDRBRMHFCS	S3R3D18	A	K	S3R3D18	FALSE	10.77	10.31666667	1.043941842	R3
Ghrelin	1	HFCSmedia	S3R3D18C	1.483399987	1	SDRBRMHFCS	S3R3D18	C	K	S3R3D18	FALSE	10.46	10.31666667	1.013893376	R3
Ghrelin	1	HFCSmedia	S3R3D18B	1.432100058	1	SDRBRMHFCS	S3R3D18	B	K	S3R3D18	FALSE	11.66	10.31666667	1.130210016	R3
GIP.total	1	HFCSmedia	S3R3D18A	1.437899947	1	SDRBRMHFCS	S3R3D18	A	K	S3R3D18	FALSE	21.53	15.46666667	1.392025862	R3
GIP.total	1	HFCSmedia	S3R3D18C	1.483399987	1	SDRBRMHFCS	S3R3D18	C	K	S3R3D18	FALSE	18.91	15.46666667	1.22262931	R3
GIP.total	1	HFCSmedia	S3R3D18B	1.432100058	1	SDRBRMHFCS	S3R3D18	B	K	S3R3D18	FALSE	31.58	15.46666667	2.041810345	R3
GLP.1.total	1	HFCSmedia	S3R3D18A	1.437899947	1	SDRBRMHFCS	S3R3D18	A	K	S3R3D18	FALSE	1.88	2.45	0.767346939	R3
GLP.1.total	1	HFCSmedia	S3R3D18C	1.483399987	1	SDRBRMHFCS	S3R3D18	C	K	S3R3D18	FALSE	5.14	2.45	2.097959184	R3
GLP.1.total	1	HFCSmedia	S3R3D18B	1.432100058	1	SDRBRMHFCS	S3R3D18	B	K	S3R3D18	FALSE	3.59	2.45	1.465306122	R3
MCP.1	1	HFCSmedia	S3R3D18A	1.437899947	1	SDRBRMHFCS	S3R3D18	A	K	S3R3D18	FALSE	963.44	1830.666667	0.526278223	R3
MCP.1	1	HFCSmedia	S3R3D18C	1.483399987	1	SDRBRMHFCS	S3R3D18	C	K	S3R3D18	FALSE	1093	1830.666667	0.597050255	R3
MCP.1	1	HFCSmedia	S3R3D18B	1.432100058	1	SDRBRMHFCS	S3R3D18	B	K	S3R3D18	FALSE	1185	1830.666667	0.647305171	R3
PP	1	HFCSmedia	S3R3D18A	1.437899947	1	SDRBRMHFCS	S3R3D18	A	K	S3R3D18	FALSE	3.66	5.98	0.612040134	R3
PP	1	HFCSmedia	S3R3D18C	1.483399987	1	SDRBRMHFCS	S3R3D18	C	K	S3R3D18	FALSE	4.27	5.98	0.714046823	R3
PP	1	HFCSmedia	S3R3D18B	1.432100058	1	SDRBRMHFCS	S3R3D18	B	K	S3R3D18	FALSE	4.27	5.98	0.714046823	R3
PYY	1	HFCSmedia	S3R3D18A	1.437899947	1	SDRBRMHFCS	S3R3D18	A	K	S3R3D18	FALSE	86.34	107.1433333	0.805836419	R3
PYY	1	HFCSmedia	S3R3D18C	1.483399987	1	SDRBRMHFCS	S3R3D18	C	K	S3R3D18	FALSE	97.27	107.1433333	0.907849298	R3
PYY	1	HFCSmedia	S3R3D18B	1.432100058	1	SDRBRMHFCS	S3R3D18	B	K	S3R3D18	FALSE	92.12	107.1433333	0.859782845	R3
Serotonin	1	HFCSmedia	S3R3D18A	1.437899947	1	SDRBRMHFCS	S3R3D18	A	K	S3R3D18	FALSE	118.3407266	69.56189672	1.701229153	R3
Serotonin	1	HFCSmedia	S3R3D18C	1.483399987	1	SDRBRMHFCS	S3R3D18	C	K	S3R3D18	FALSE	113.4820818	69.56189672	1.631382799	R3
Serotonin	1	HFCSmedia	S3R3D18B	1.432100058	1	SDRBRMHFCS	S3R3D18	B	K	S3R3D18	FALSE	118.993955	69.56189672	1.710619759	R3
TNF.alpha	1	HFCSmedia	S3R3D18A	1.437899947	1	SDRBRMHFCS	S3R3D18	A	K	S3R3D18	FALSE	4.08	3.343333333	1.220338983	R3
TNF.alpha	1	HFCSmedia	S3R3D18C	1.483399987	1	SDRBRMHFCS	S3R3D18	C	K	S3R3D18	FALSE	5.2	3.343333333	1.555333998	R3
TNF.alpha	1	HFCSmedia	S3R3D18B	1.432100058	1	SDRBRMHFCS	S3R3D18	B	K	S3R3D18	FALSE	5.06	3.343333333	1.513459621	R3
C.Peptide	3	HFCSmedia2	S3R4D18A	1.751199961	1	SDRBRMHFCS	S3R4D18	A	ZG	S3R4D18	FALSE	4.7	4.7	1	R4
C.Peptide	3	HFCSmedia2	S3R4D18C	1.904299974	1	SDRBRMHFCS	S3R4D18	C	ZG	S3R4D18	FALSE	4.7	4.7	1	R4
C.Peptide	3	HFCSmedia2	S3R4D18B	1.868399978	1	SDRBRMHFCS	S3R4D18	B	ZG	S3R4D18	FALSE	4.7	4.7	1	R4
Ghrelin	3	HFCSmedia2	S3R4D18A	1.751199961	1	SDRBRMHFCS	S3R4D18	A	ZG	S3R4D18	FALSE	8.6	9.116666667	0.943327239	R4
Ghrelin	3	HFCSmedia2	S3R4D18C	1.904299974	1	SDRBRMHFCS	S3R4D18	C	ZG	S3R4D18	FALSE	8.6	9.116666667	0.943327239	R4
Ghrelin	3	HFCSmedia2	S3R4D18B	1.868399978	1	SDRBRMHFCS	S3R4D18	B	ZG	S3R4D18	FALSE	8.6	9.116666667	0.943327239	R4
GIP.total	3	HFCSmedia2	S3R4D18A	1.751199961	1	SDRBRMHFCS	S3R4D18	A	ZG	S3R4D18	FALSE	5.66	9.946666667	0.569034853	R4
GIP.total	3	HFCSmedia2	S3R4D18C	1.904299974	1	SDRBRMHFCS	S3R4D18	C	ZG	S3R4D18	FALSE	5.57	9.946666667	0.559986595	R4
GIP.total	3	HFCSmedia2	S3R4D18B	1.868399978	1	SDRBRMHFCS	S3R4D18	B	ZG	S3R4D18	FALSE	6.44	9.946666667	0.647453083	R4
GLP.1.total	3	HFCSmedia2	S3R4D18A	1.751199961	1	SDRBRMHFCS	S3R4D18	A	ZG	S3R4D18	FALSE	0.9	0.9	1	R4
GLP.1.total	3	HFCSmedia2	S3R4D18C	1.904299974	1	SDRBRMHFCS	S3R4D18	C	ZG	S3R4D18	FALSE	0.9	0.9	1	R4
GLP.1.total	3	HFCSmedia2	S3R4D18B	1.868399978	1	SDRBRMHFCS	S3R4D18	B	ZG	S3R4D18	FALSE	0.9	0.9	1	R4
MCP.1	3	HFCSmedia2	S3R4D18A	1.751199961	1	SDRBRMHFCS	S3R4D18	A	ZG	S3R4D18	FALSE	938.79	1898.333333	0.494533802	R4
MCP.1	3	HFCSmedia2	S3R4D18C	1.904299974	1	SDRBRMHFCS	S3R4D18	C	ZG	S3R4D18	FALSE	659.9	1898.333333	0.34762072	R4
MCP.1	3	HFCSmedia2	S3R4D18B	1.868399978	1	SDRBRMHFCS	S3R4D18	B	ZG	S3R4D18	FALSE	586.16	1898.333333	0.308776119	R4
PP	3	HFCSmedia2	S3R4D18A	1.751199961	1	SDRBRMHFCS	S3R4D18	A	ZG	S3R4D18	FALSE	1.93	4.693333333	0.411221591	R4
PP	3	HFCSmedia2	S3R4D18C	1.904299974	1	SDRBRMHFCS	S3R4D18	C	ZG	S3R4D18	FALSE	3.06	4.693333333	0.651988636	R4
PP	3	HFCSmedia2	S3R4D18B	1.868399978	1	SDRBRMHFCS	S3R4D18	B	ZG	S3R4D18	FALSE	2.48	4.693333333	0.528409091	R4
PYY	3	HFCSmedia2	S3R4D18A	1.751199961	1	SDRBRMHFCS	S3R4D18	A	ZG	S3R4D18	FALSE	83.14	103.75	0.801349398	R4
PYY	3	HFCSmedia2	S3R4D18C	1.904299974	1	SDRBRMHFCS	S3R4D18	C	ZG	S3R4D18	FALSE	94.76	103.75	0.913349398	R4
PYY	3	HFCSmedia2	S3R4D18B	1.868399978	1	SDRBRMHFCS	S3R4D18	B	ZG	S3R4D18	FALSE	89.32	103.75	0.860915663	R4
Serotonin	3	HFCSmedia2	S3R4D18A	1.751199961	1	SDRBRMHFCS	S3R4D18	A	ZG	S3R4D18	FALSE	47.66446394	34.56962389	1.378796139	R4
Serotonin	3	HFCSmedia2	S3R4D18C	1.904299974	1	SDRBRMHFCS	S3R4D18	C	ZG	S3R4D18	FALSE	32.87623981	34.56962389	0.951015259	R4
Serotonin	3	HFCSmedia2	S3R4D18B	1.868399978	1	SDRBRMHFCS	S3R4D18	B	ZG	S3R4D18	FALSE	36.20102555	34.56962389	1.047191768	R4
TNF.alpha	3	HFCSmedia2	S3R4D18A	1.751199961	1	SDRBRMHFCS	S3R4D18	A	ZG	S3R4D18	FALSE	2.91	4.396666667	0.661865049	R4
TNF.alpha	3	HFCSmedia2	S3R4D18C	1.904299974	1	SDRBRMHFCS	S3R4D18	C	ZG	S3R4D18	FALSE	2.14	4.396666667	0.486732373	R4
TNF.alpha	3	HFCSmedia2	S3R4D18B	1.868399978	1	SDRBRMHFCS	S3R4D18	B	ZG	S3R4D18	FALSE	2.09	4.396666667	0.475360121	R4
